id,keywords,title,generos_concatenados,concat_kw_genres
15660,ax biography sociopath lawyer mansion docudrama perfection adopted child,Mommie Dearest,Drama,ax biography sociopath lawyer mansion docudrama perfection adopted child Drama
1924,saving the world journalist dc comics crime fighter nuclear missile galaxy superhero based on comic criminal sabotage north pole midwest kryptonite super powers superhuman strength aftercreditsstinger save the day,Superman,Action Adventure Fantasy Science Fiction,saving the world journalist dc comics crime fighter nuclear missile galaxy superhero based on comic criminal sabotage north pole midwest kryptonite super powers superhuman strength aftercreditsstinger save the day Action Adventure Fantasy Science Fiction
8536,saving the world dc comics sequel superhero based on comic loss of virginity criminal super powers phantom zone rocket fired grenade crystal machine superhuman strength duringcreditsstinger,Superman II,Action Adventure Fantasy Science Fiction,saving the world dc comics sequel superhero based on comic loss of virginity criminal super powers phantom zone rocket fired grenade crystal machine superhuman strength duringcreditsstinger Action Adventure Fantasy Science Fiction
9531,saving the world dc comics super computer identity crisis loss of powers sequel superhero based on comic hacking super powers superhuman strength,Superman III,Comedy Action Adventure Fantasy Science Fiction,saving the world dc comics super computer identity crisis loss of powers sequel superhero based on comic hacking super powers superhuman strength Comedy Action Adventure Fantasy Science Fiction
11411,saving the world dc comics mountain nuclear missile u.s. army alter ego sequel superhero laboratory convertible catholic school newspaper editor nuclear weapons disarmament volcanic eruption great wall of china super powers superhuman strength,Superman IV: The Quest for Peace,Action Adventure Science Fiction,saving the world dc comics mountain nuclear missile u.s. army alter ego sequel superhero laboratory convertible catholic school newspaper editor nuclear weapons disarmament volcanic eruption great wall of china super powers superhuman strength Action Adventure Science Fiction
138,transylvania based on novel monster castle vampire dracula spider count based on play or musical undead sanitarium classic horror lunatic,Dracula,Horror,transylvania based on novel monster castle vampire dracula spider count based on play or musical undead sanitarium classic horror lunatic Horror
30793,dracula sequel mad scientist werewolf classic horror hunchback frankenstein's monster,House of Dracula,Horror Science Fiction,dracula sequel mad scientist werewolf classic horror hunchback frankenstein's monster Horror Science Fiction
3103,dracula frankenstein,House of Frankenstein,Fantasy Horror Science Fiction Thriller,dracula frankenstein Fantasy Horror Science Fiction Thriller
3035,fire monster experiment frankenstein laboratory mad doctor girl classic horror body part villager,Frankenstein,Drama Horror Science Fiction,fire monster experiment frankenstein laboratory mad doctor girl classic horror body part villager Drama Horror Science Fiction
3077,frankenstein classic horror,Son of Frankenstein,Horror Science Fiction,frankenstein classic horror Horror Science Fiction
3074,frankenstein,The Ghost of Frankenstein,Fantasy Horror Science Fiction,frankenstein Fantasy Horror Science Fiction
3076,moon gypsy cemetery monster frankenstein sequel werewolf child murder grave robbing frankenstein's monster lycanthrope,Frankenstein Meets the Wolf Man,Fantasy Horror Science Fiction,moon gypsy cemetery monster frankenstein sequel werewolf child murder grave robbing frankenstein's monster lycanthrope Fantasy Horror Science Fiction
3079,experiment brain guillotine frankenstein remake revenge murder suspense reanimation mad scientist morgue decapitation severed head creature gothic horror hammer horror severed hand told in flashback reanimated corpse brain transplant,The Curse of Frankenstein,Horror Science Fiction,experiment brain guillotine frankenstein remake revenge murder suspense reanimation mad scientist morgue decapitation severed head creature gothic horror hammer horror severed hand told in flashback reanimated corpse brain transplant Horror Science Fiction
32023,sheriff cemetery monster coffin grave vampire voodoo dracula transformation swamp murder father daughter relationship crucifix occult vampire bat female vampire,Son of Dracula,Fantasy Horror,sheriff cemetery monster coffin grave vampire voodoo dracula transformation swamp murder father daughter relationship crucifix occult vampire bat female vampire Fantasy Horror
13666,gypsy fortune teller shotgun wolf amulet full moon beautiful woman good vs evil trap wolfman man beast cane pentagram werewolf classic horror antiques shop lycanthrope body transformation wolf's bane gypsy camp,The Wolf Man,Horror Drama,gypsy fortune teller shotgun wolf amulet full moon beautiful woman good vs evil trap wolfman man beast cane pentagram werewolf classic horror antiques shop lycanthrope body transformation wolf's bane gypsy camp Horror Drama
29794,transylvania female nudity based on novel monster wolf nudity blood splatter sequel independent film gore blood werewolf exploding head violence axe in the head severed hand,Howling II: Stirba - Werewolf Bitch,Thriller Horror,transylvania female nudity based on novel monster wolf nudity blood splatter sequel independent film gore blood werewolf exploding head violence axe in the head severed hand Thriller Horror
9077,monster experiment giant spider deformation laboratory giant monster scientist desert napalm animal horror,Tarantula,Horror Science Fiction Thriller,monster experiment giant spider deformation laboratory giant monster scientist desert napalm animal horror Horror Science Fiction Thriller
36685,transvestism transylvania sex marriage proposal time warp castle musical undressing motorcycle rock 'n' roll cult classic audience participation dark and stormy night creator creation relationship lips,The Rocky Horror Picture Show,Comedy Horror Music Science Fiction,transvestism transylvania sex marriage proposal time warp castle musical undressing motorcycle rock 'n' roll cult classic audience participation dark and stormy night creator creation relationship lips Comedy Horror Music Science Fiction
43391,spy cold war flying saucer secret agent alaska independent film espionage,The Flying Saucer,Thriller Science Fiction,spy cold war flying saucer secret agent alaska independent film espionage Thriller Science Fiction
30168,film making narration b movie,It Came from Hollywood,Comedy Documentary,film making narration b movie Comedy Documentary
10785,pilot flying saucer base arctic alien invasion,The Thing from Another World,Horror Science Fiction,pilot flying saucer base arctic alien invasion Horror Science Fiction
19483,small town spacecraft arizona alien life-form mind control meteorite astronomer,It Came from Outer Space,Horror Science Fiction,small town spacecraft arizona alien life-form mind control meteorite astronomer Horror Science Fiction
8974,lasergun space marine dystopia space invasion alien invasion,The War of the Worlds,Horror Science Fiction Thriller,lasergun space marine dystopia space invasion alien invasion Horror Science Fiction Thriller
29959,submarine san francisco radiation octopus water monster stop motion scientist animal horror,It Came from Beneath the Sea,Horror Science Fiction,submarine san francisco radiation octopus water monster stop motion scientist animal horror Horror Science Fiction
