name,id
Focus Films,1268
Momentum Films,1269
Artists Production Group (APG),18620
Fifty First Films,52619
The Goatsingers,3918
Tag Entertainment,2636
Broomstick Entertainment,67871
Majestic Film Partners,67872
Qatsi Productions,4596
Ministry of Culture of the Russian Federation,48081
"Hermitage Bridge Studio, The",70046
State Hermitage Museum,84473
CJ Entertainment,7036
Masulpiri Films,11772
Bandai Visual,5844
Shinchosha Company,12521
Chartoff-Winkler Productions,12252
Carlino Productions,12253
Triple T Productions,15758
Butterfly Valley N.Y.,56518
First Artists,4376
International Cinema,89143
Heritage Enterprises Inc.,15672
World Amusement Partnership #106,15673
Lisa-Film,10437
Derby Cinematografica,19775
Sender Freies Berlin (SFB),7024
The Cropsy Venture,23094
Par-Par Productions,17668
Take 1 Productions,20997
Chosen Film Company,31465
Fideline Films,13192
Conacite Uno,14188
"Zespól Filmowy ""X""",6804
Inter Planetary,22527
Northshore Investments Ltd.,16379
F.O.D. Productions,16014
K-Network,16015
Time-Life Television Productions,4245
Geria Productions,11333
Florin,92940
R & R Films,8815
Pork Pie Productions,94198
New Zealand United,94199
New Zealand Railways,94200
New Zealand Motor Corporation,94201
Lake Films,13765
Scottish Television (STV),13766
Drakfilm,7968
Triangelfilm,17609
AB Ri-Film,25967
The Birthday Film Company,55005
Jupiter Film Productions,14314
Red Stripe,56519
Cine Artist Film GmbH,7358
Cine-Source,77468
Rialto Film,29165
Trio Film,33352
The Legend Lives Company,56931
"Zespol Filmowy ""Perspektywa""",46568
Navaron Films,20858
Famous Players Ltd,541
Secret Films,36778
The Andre Company,55642
Saga Productions Inc.,55643
Almena Films,4804
Film Ventures International (FVI),4805
Montoro Productions Ltd.,11480
Fort Films,22592
Brouwersgracht Investments,7331
Chako Film Company,7332
Jensen Farley Pictures,4664
Ghost Ship Films Pty. Ltd.,53238
Dickhouse Productions,6328
Lynch Siderow Productions,90661
Roc-a-fella Films,4367
Rat Entertainment,12007
Loud Films,66002
Handprint Entertainment,690
Holedigger Films,2757
Roger Dodger LLC,30639
Christiano Film Group,5302
Tanaïs Productions,75482
S.M. Films,75483
Famous Artists Productions,1482
Murder Inc.,22136
Boxing Cat Films,12626
Makhmalbaf Productions,54379
Miracle Pictures,2760
Flatland Pictures,12500
Heyday films,437
Instituto Mexicano de Cinematografía,299
Cinecolor-México,301
Cinecolor-Argentina,303
Artcam y Fonds Sud Cinéma,304
Tube Entertainments,7037
Pearl Pictures,996
Still Productions,997
Independent Producers,14029
Carousel Picture Company,8900
The Noel Gay Motion Picture Company,9110
Kismet Entertainment Group,16921
The Victor Film Company,46196
Luxembourg Film Fund,46197
Filmteknik,6180
Filmhuset AS,17593
Hungarian Filmproduction,36898
FR3 Films Production,26194
Conseil Régional de Haute Normandie,93494
Le Club des Investisseurs,93495
Credit Lyonnais,93496
Conseil Général de l'Eure,93497
Societé d'Exploitation et de Distribution de Films (SEDIF),23469
Graduation,46431
Jaquet,16778
Essaness Pictures,15099
Quest,15100
Filmplan,6160
Victor Solnicki Productions,6161
Deliverance Productions,11593
Union film,22959
Sutjeska Film,28713
TV Sarajevo,67032
SIZ za kinematografiju SR BiH,75036
Phoenix (II),15706
S & L Films,78905
23 Giugno,6617
Mann/Caan Productions,20042
Instituto Nacional de Cine y Artes Audiovisuales (INCAA),29837
Serene Skylight,30099
Ezeiza Films,30100
Antena 3 Televisión,11737
Meatball Animation,51590
Extreme Productions,16849
Radar Pictures,14718
Deutsche Columbia TriStar Filmproduktion,1624
CTB Film Company,318
Maipo Film- og TV Produksjon,2009
Cinemagic Pictures,17794
Hochschule für Fernsehen und Film (HFF),665
Süddeutscher Rundfunk (SDR),16814
Sorcerer Productions,7229
Diamond Films,2912
Face Productions,48638
Magnet Productions,23227
Janus Film und Fernsehen,4497
CineRocket,1605
"Zespól Filmowy ""Kadr""",1829
Nordisk Tonefilm,8222
Papphammar Produktion,10626
Lorimar,6848
Masada Productions,10309
Fauna Productions,37434
Intercapital,4986
Katzka,44428
RKO,5902
Efer Productions,42385
Chai Productions,15189
Poncher-Rosen-Beckman Productions,55395
Guerilla High Productions,12616
Sandcastle 5 Productions,11487
Viacom Enterprises,59051
P.P. Film Polski,1587
Anit Film,13031
Red Om Films,2455
Tesela P.C.,41536
CineEvelyn,4626
ContentFilm,1420
Telecinco,1182
Gestevisión Telecinco S.A.,23490
Tenerife Film Commission,23491
Next Wednesday Productions,921
Company Pictures,11842
Asian Union Film & Entertainment,30169
Huayi Brothers Advertising,37839
Beijing Zhongbo-Times Film Planning,94943
CMC Xiandai Trade Co.,94944
Alberto Grimaldi Productions,7381
Producers Representative Organization,10740
Sarliu/Diamant,20397
Precision Films,49803
Mack-Taylor Productions,58287
Tristes Tropiques,3002
Tokuma Japan Communications Co. Ltd.,12523
Blood Money Partners LP,16004
Panoramic Pictures,16005
Ponti-De Laurentiis Cinematografica,217
The Where's Poppa Company,53696
Portreeve,4412
Los Altos Productions,13751
Film Funding Ltd. of Canada,3238
Vision IV,17468
August Films,43459
Security Pictures Ltd.,14308
Edward L. Alperson Productions,21732
Terra-Filmkunst GmbH,619
Dreamz Unlimited,1570
Kemp Company,367
Splendid Pictures,368
Parkes/MacDonald Productions,11084
Cecchi Gori Group,5891
Buena Vista International,5892
AAMPI Inc.,2771
H2O Motion Pictures,11875
Aconit Pictures,52620
JAP Films,52621
Natural Nylon II,52622
Potboiler Productions,36615
Canal+Polska,250
Heritage Films,260
Agencja Produkcji Filmowej,266
FilmFernsehFonds Bayern,268
Telewizja Polska (TVP),19150
Runteam,31087
Cine Groupe,15546
Das Werk Productions,91006
F.D. Cinematografica,17893
Light Night,69232
Parallel Entertainment,19342
Mediastream Dritte Film GmbH & Co. Beteiligungs KG,19352
mr. kirby productions,87807
Les Films Du Fleuve,1926
Archipel 35,2695
China Film Group Corporation (CFGC),14714
O2 Filmes,345
Wild Bunch,856
Globo filmes,10954
Lumiere,11444
Hank Levine Film,11445
Lereby Productions,11446
Nimbus Film,6142
Wim Wenders Productions,27992
Olmos Productions,8847
YOY,63240
Orsay Films,2325
Pantera Film,1594
Trinacra Films,4765
Distant Corners Entertainment Group Inc.,21838
Blue Star Productions,21839
Morningstar Films,21840
Katharina,22370
Omega Entertainment,8101
Richard Price,65273
Xenon Pictures,4717
International Films,31400
Visual Eyes Productions,8607
Crystalite Productions,57818
Ghiznoz Productions,89437
Birnbaum / Barber Productions,58262
R&C Produzioni,19385
MP Productions,21321
Agav Hafakot,39718
Quixote Films,11949
Low Key Productions,11950
Eastcroft Productions,11951
A Loopy Production LLC,29693
2 Loop Films,29694
Charter Film Productions,8622
Highlight,10
United States Pictures,11276
Hallmark Productions,6435
Cinemabrain,14345
Japan Video Distribution (JVD) Co. Ltd.,14346
Melsat Inc.,14347
Ryu Murakami Office,14348
Vale Film Productions,8628
Shepperton Productions,17890
Cinegai S.p.A.,2508
AB Svenska Ord,113
Titan Productions,1582
Cable and Wireless Finance,31235
Mercury Pictures,71238
Shakey Pictures,11378
Shelter Films,15784
Prodekta AB,10627
Boardwalk Productions,5771
Topcraft,29
Z Films Inc.,6078
Lo Wei Motion Picture Company,8039
Hand Made Films,12297
ZDF,21404
Channel Four,47936
Agamemnon Films,4542
Ager Cinematografica,44400
RSL Entertainment Corp.,24449
Moviecorp VI,45300
Cinesthesia Productions,49393
Joseph Hamilton International Productions,10778
Les Films du Splendid,13048
Larco Productions,17069
Planet Film,7011
Laura Film,67081
Lion Share,21357
V.O. Filmes,23722
Gray City,77946
Pari Films,77947
Musidora Films,77948
Film International,77949
Palm Beach Pictures,73218
Chloë Productions,36783
Stephen Weeks Company,90757
The Antria Group (TAG),6276
Sigma Cinematografica Roma,37451
Byzantine Productions,60281
Amjo Productions,23534
Lakeline Productions Ltd.,23541
Morison Film Group,14468
Venom Productions Limited,14469
Cactus Films,2462
Schweizerische Radio- und Fernsehgesellschaft (SRG),23072
Güney Film,71447
Les Films du Diamant,5685
City Films,10720
Rose Films,20464
Thunder Associates,49131
Jackie Chan Films Limited,58263
All Knight Productions,58264
Tango Films,32598
My Cactus,32599
Y & M Productions,49219
Fildebroc,1405
Mega Film,1406
Paramount-Orion Filmproduktion,1407
Universal Productions France S.A.,1408
Chaplin Film Productions Ltd.,48755
IM Filmproduktion,1809
Cosmic Pictures,1810
Antietam Filmworks,17462
Metropolitan Films,16419
Catherine Bailey Ltd.,46694
Artists Independent Network,46695
Capital Equipment Leasing,15125
Israeli Film Fund,4520
Tinsel Townsend,36654
Tom Graeff Productions,13941
SBS,948
Sidus Pictures,4983
Shin Seung-soo Productions,6851
Terasource Venture Capital Co. Ltd,23935
Michael Lobell Productions,13473
Nord-Ouest Productions,4176
120 Films,19233
Antidote Films,20993
Media Cooperation One,24212
Filmförderung Hamburg,2406
Brink Films,18811
Silver Nitrate,23909
Farabi Cinema Foundation,79260
Samuel Bronston Productions,10253
WDR,46
Bioskop-Film GmbH,403
Michael Laughlin Enterprises,15747
High Road,3066
Telmar Film International,2551
"Studio Filmowe ""Perspektywa",2553
Cooga Mooga,10199
Joseph M. Schenck Enterprises,10200
Kadokawa Shoten Publishing Co. Ltd.,1194
Forum Films,20550
Doordarshan,66632
Cadrage,66633
National Film Development Corporation of India (NFDC),76348
Brandywine Productions Ltd.,401
Bodega Films,6939
Thalia AG,49775
Les Films Raoul Ploquin,9055
Hu Tong Communications,14524
T-Mark,54376
Horsepower Films,2199
Core Productions,12213
Munich Film Partners New Century & Company (MFP) Core Productions,12214
Gerber Pictures,975
Sloane Square Films,67990
HSI Tomorrow Film,67991
PECF,1650
Produzione Intercontinentale Cinematografica (PIC),10460
Island Pictures,20739
Winter Gold Productions,14958
Portrait & Cie,15138
TNVO,21327
Newman/Tooley Films,16791
Joseph Nittolo Entertainment,21975
"""DIA"" Productions GmbH & Co. KG",37103
Studio Images 7,28476
Sunrise,3153
Emotion,7122
Bones,11596
Walden Media,10221
Earthship Productions,28995
Spectacle Entertainment Group,10370
Intrinsic Value Films,2828
The 7th Floor,5708
Robbins Entertainment,87897
Big Ticket Productions,4195
Conseil Régional de Franche-Comté,11402
Eyescreen S.r.l.,12012
M&M Productions,1789
Admire Productions Ltd.,19765
Coral Productions,19766
Anglo Enterprises,10326
Vineyard Film Ltd.,10327
3Mark Entertainment,3208
Film Par Film,3620
Paravision International S.A.,8700
Family Films,53870
GreenStreet Productions,53871
Blitz / Welch,76719
Teen Life Productions,89603
XM2 Productions,79026
XF2 Canada Productions,79027
Lolafilms S.A.,1025
Astral Media,2743
Ontario Film and Television Tax Credit (OFTTC),54606
Zoulou Films,4722
Tubedale Films,37071
FCC,37074
Pretty Pictures,8875
Stolen Car Productions,19494
Ex-Bo Productions,19495
AsDuesDon,19496
Troika Entertainment GmbH,28053
Embassy Films,40870
"Feuer and Martin Production, A",67888
Polygram Pictures,67889
Film and Television Corporation,93636
Sol C. Siegel Productions,14092
Wallis-Hazen,87385
Heineken Branded Entertainment,375
Dracula Productions Inc.,94410
Vonnie Von Helmolt Film,94411
Mediastream Dritte Film,2522
Hanfgarn & Ufer Film und TV Produktion,24283
Loop Filmworks,62350
Winstar Film + Video,62351
Mate Producciones S.A.,732
4 Kids Entertainment,34231
Pit Bull Productions,160
De Line Pictures,2609
Stan Winston Studio,24211
DCP Wrong Turn Productions,53350
Vif Babelsberger Filmproduktion GmbH & Co. Dritte KG,5756
P'Artisan Filmproduktion GmbH,5757
Daybreak Pictures Ltd.,5758
South Pacific Pictures,654
John Woo Film Production,6214
Cuel Lavalette Productions,67892
Pittsburgh Films,5790
Filmgroup Productions,4821
Maha Productions,40409
Artist Services,73038
Dover Productions,17843
P.D.C.,68602
OFI,68603
Raoul Walsh Enterprises,17455
United Productions of America (UPA),8409
Cinecittà,1042
RAI - Radiotelevisione Italiana,46391
Aljosha Production Company,78552
Fernlyn,93146
Coleytown,4970
Joseph S. Vecchio Entertainment,82572
Sanen Productions,10812
Bewlay Bros.,5482
VUFKU,25065
Spitfire Productions,11274
Animatógrafo,16320
Linebrook,54237
Landers-Roberts Productions,14115
Rizzoli Film,12778
Les Films de la Boétie,18477
Hisa-Film,1284
James Productions,12315
Megalovision,31587
Whaley-Malin Productions,91502
Majestic Films,62532
ISIS,23234
Mansfield Pictures,23235
Showtime/The Movie Channel,29849
Geoff Reeve Enterprises,29850
3 emme cinematografica,22979
DaZu Film,55381
National General Pictures,7698
19 Entertainment,20877
Australian Film Finance Corporation,1380
Wildheart Films,2857
Alibi Films,3174
Three Springs Productions,28236
Etalon film,9341
Reiner / Greisman Productions,86256
Geoffrey-Kate Productions,14048
Transcontinental Films,1723
Michael Deeley-Peter Yates Films,52520
D.W. Griffith Productions,4759
Premium Movie Partnership,48199
British Film Council,10889
Wonderland Sound and Vision,4022
Tall Trees Productions,10239
Galliano Iuso per Digital Film,2706
Milky Way Image Company,5632
Team Work Motion Pictures,25714
Miss Q,40765
Isn't It Romantic,40766
Mindel-Shaw Productions,24868
Inspirational Films,55037
Finnegan/Pinchuk Productions,20986
Waterhorse Productions,51560
MelinaFilm,8526
Lopert Pictures Corporation,39125
Shôchiku Eiga,5070
NorBud Productions,66659
Norbud Films,76320
Saticoy Productions,2153
Type A Films,2308
C-2 Pictures,7340
Mostow/Lieberman Productions,23636
Gimages,148
FOZ,149
Headforce Ltd.,150
Dominant 7,93186
International Production Company,1507
Angry Films,12087
Isle of Man Film Commission,8719
Trademark Films,22153
Take 3 Partnership,60283
Golden Mean,1867
Celador Productions,1390
Jonescompany Productions,12666
October Pictures,14362
Grosvenor Park Films LLP,1983
Laughlin Park Pictures,5286
Hotel Productions,78182
Fondo Ibermedia,22483
Continental Producciones,6279
Mediapro,12010
Quo Vadis Cinéma,12011
Eclipse Catering,23787
Levy-Gardner-Laven,36248
Two Roads Productions,85470
Claude Productions,20199
Mirisch Films,14829
Handistom Investment,3970
Kamisha Corporation,68152
Benedict Pictures Corp.,1333
Loumolo & Co.,52942
Casey Silver Productions,877
Scottish Screen,698
Gunn Films,3538
Casual Friday Productions,93528
Camelot Pictures,11728
Illusion Entertainment,20034
GAGA,3656
Gotham Group,3672
Cino del Duca,2342
Arco Film,4498
Brookwood Entertainment,10844
Palisades Partners,65285
Kanin Productions,20281
River One Films,10631
Lux Compagnie Cinématographique de France,44923
Roxanne Company,29406
Amato Film,20994
Produzione Films Vittorio De Sica,41116
WTC Productions,50102
Yannix Technology Corporation,53063
900 Films,3742
Asphalt Productions,51768
Star Overseas,3477
Universe Entertainment,20543
Paul Hough Entertainment,19730
Maverick Films,4000
Dylan Sellers Productions,8807
Madacy Entertainment,12027
Teagarden Pictures Inc.,15890
HOT DOG PARTNERSHIP PRODUCTIONS,83938
Roven-Cavallo Entertainment,36887
Kenneth Madsen Filmproduktion A/S,53267
Longfellow Pictures,8802
Initial Film and Television,40426
Monument Pictures,4199
Winters Hollywood Entertainment Holdings Corporation,5484
Valley 9000,8784
Caledonia Pictures,12854
Filmex,57661
Romanian Culture Ministry,78962
Original Pictures,4234
Ministère de la Culture et de la Communication,25818
Ministères de la Culture de l'industrie et des P.T.T.,30344
P.T.T.,30345
Red Lion,2409
FallsApart Productions,60360
Mirae Asset Capital,11556
Taehung Pictures,18899
Saehan Industries,94913
Associated Capital,15124
Jack Dietz Productions,19558
Mirisch G-E Productions,23533
Capital Arts Entertainment,2365
Australian Broadcasting Corporation,1253
Television New Zealand,1254
Ellepi Films,750
Iberoamericana Films Internacional,22533
Vértigo Films,69195
Spanish Fork Motion Picture,4473
RTV Slovenija,28367
Kinetikon Pictures,58227
Cinecom Entertainment Group,8865
Cinetudes Films,13060
Wonderview Productions,56291
Cracking the Earth Films,2257
Trial by Fire Films,2142
Alfa Cinematografica,15842
Living Films,2877
Emperor Multimedia Group (EMG),3320
Golden Port Productions Ltd.,73998
BKP Film,81801
Buc-Film,81802
Ensueño Films,4526
Flamenco Films S.A.,7007
Cartel Films,21111
DMVB Films,21113
Evescreen,21114
HMS Projects,5272
Myriad Pictures,738
Jeepers Creepers II,53348
Different Tree Same Wood Productions,176
Hutch Films LLC,68154
The Talking Pictures Company LLC,68155
EM Media,1917
Big Arty Productions,3519
Telespan 2000,1181
Impala,1183
N1 European Film Produktions GmbH & Co. KG,8874
Baumgarten Merims Productions,14652
Homeroom LLC,16928
Tonic Films,2763
Down Home Entertainment,22953
Cabin Pictures,22954
Black Sky Entertainment,22955
Deer Path Films,22956
Rickshaw Productions,2201
HorsePower Entertainment,21002
Dummy Productions LLC,21374
Quadrant Entertainment,21375
Epic Pictures Group,7662
Azurelite Pictures,62114
WoWow,5073
Genco,17982
Chiyoko Commitee,24034
Eastern Productions,3359
Copa del Oro,1722
Dino de Laurentiis Communications,19737
EvansGideon,19738
Beginner's Luck,19739
NF Geria II Filmgesellschaft m.b.H.,14075
